Subject,Object,Relationship
photographing,residence,dobj
photographing,job,nsubj
phase,smoking,dobj
phase,midfielder,dobj
phase,it,dobj
persuaded,that,nsubj
persuaded,Merchant,dobj
persuade,court,dobj
personalise,museums,nsubj
personalise,experiences,dobj
persists,trend,nsubj
persisted,that,nsubj
perpetuating,images,dobj
perpetuated,she,nsubj
perpetuated,scheme,dobj
placed,dozens,dobj
placed,government,nsubj
placed,responsibilities,dobj
play,idea,dobj
play,role,dobj
play,part,dobj
play,me,nsubj
play,legend,dobj
play,jobs,dobj
play,it,nsubj
play,internationals,nsubj
play,game,dobj
plans,tribe,nsubj
play,children,nsubj
play,Dike,nsubj
play,Australia,nsubj
play,Anderson,nsubj
plastered,name,nsubj
planting,farmers,nsubj
plant,beans,dobj
play,roles,dobj
play,sector,nsubj
play,strategy,nsubj
play,technology,nsubj
played,tennis,dobj
played,saxophone,dobj
played,role,dobj
played,he,nsubj
played,game,dobj
played,football,dobj
played,final,dobj
played,basketball,dobj
played,Venus,nsubj
played,She,nsubj
played,I,nsubj
played,He,nsubj
play,you,nsubj
play,vitamins,nsubj
play,they,nsubj
plant,I,nsubj
plans,it,nsubj
placed,they,nsubj
plan,companies,nsubj
planned,attack,dobj
planned,It,nsubj
planned,He,nsubj
plan,officials,nsubj
plan,leaders,nsubj
plan,group,nsubj
plan,company,nsubj
placing,sticker,dobj
plans,firm,nsubj
placing,he,nsubj
placing,bets,dobj
placing,asterisks,dobj
placing,artwork,dobj
places,protection,dobj
places,it,nsubj
planned,company,nsubj
planned,he,nsubj
planned,man,nsubj
planned,she,nsubj
plans,company,nsubj
plans,Telegraph,nsubj
plans,Plans,nsubj
plans,Levitte,nsubj
plans,He,nsubj
plans,Assad,nsubj
plans,Alphabet,nsubj
planning,she,nsubj
planning,authorities,nsubj
planning,attack,dobj
planning,SINGAPORE,nsubj
planning,Russia,nsubj
planning,JAKARTA,nsubj
planning,It,nsubj
planning,ExxonMobil,nsubj
perform,tasks,dobj
perform,obligations,dobj
paid,who,nsubj
pass,strategy,dobj
passed,exam,dobj
passed,Tan,nsubj
passed,Parliament,nsubj
passed,House,nsubj
passed,Board,nsubj
passed,Bill,nsubj
pass,stall,dobj
passed,it,nsubj
pass,satellite,nsubj
pass,price,nsubj
pass,law,dobj
pass,it,dobj
pass,himself,dobj
pass,They,nsubj
pass,I,nsubj
passed,he,nsubj
passed,laws,dobj
perform,hours,dobj
passed,victims,nsubj
path,immigrants,nsubj
patch,themselves,dobj
patch,that,nsubj
patch,relations,dobj
passing,victim,nsubj
passes,years,nsubj
passes,Anywheel,nsubj
passed,states,nsubj
passed,legislation,dobj
passed,reviews,dobj
passed,regulations,dobj
passed,parliament,nsubj
passed,mum,nsubj
passed,motion,dobj
passed,mother,nsubj
passed,member,nsubj
partners,Payments,nsubj
partnering,clusters,dobj
partnering,System,nsubj
paralysed,which,nsubj
participate,representative,nsubj
participate,members,nsubj
participate,all,nsubj
parted,ways,dobj
parted,he,nsubj
part,it,nsubj
paring,gains,dobj
paralysed,capital,dobj
partnered,winner,nsubj
parachute,landings,dobj
pals,Lee,dobj
pales,assistance,nsubj
paints,who,nsubj
paints,himself,dobj
painted,picture,dobj
paint,who,nsubj
participated,Adastria,nsubj
participated,EDBI,nsubj
participated,I,nsubj
participated,Officer,nsubj
partnered,it,nsubj
partnered,bank,nsubj
partnered,Juan,dobj
partnered,Jago,nsubj
partnered,It,nsubj
partnered,Grab,dobj
partnered,Financial,nsubj
partnered,FairPrice,dobj
partnered,Entertainment,dobj
partnered,Baidu,nsubj
partner,sale,nsubj
partner,platform,nsubj
partner,International,dobj
participated,who,nsubj
participated,Temasek,nsubj
patrolling,forces,nsubj
patrolling,venues,dobj
paused,Labor,nsubj
paying,customers,dobj
paying,who,nsubj
paying,taxes,dobj
paying,more,dobj
paying,m,dobj
paying,firm,nsubj
paying,fees,dobj
paying,enough,dobj
paying,Banks,nsubj
pay,tariffs,dobj
paying,BAE,nsubj
paying,"5,000",dobj
pay,you,nsubj
pay,total,dobj
pay,they,nsubj
pay,that,nsubj
pays,attention,dobj
pays,government,nsubj
peaked,Trade,nsubj
peer,I,nsubj
perform,gastrectomies,dobj
perform,functions,dobj
perform,duties,dobj
perform,acts,dobj
perform,Afraid,dobj
penned,deal,dobj
penned,Spotify,nsubj
penetrated,members,nsubj
penetrated,it,nsubj
penetrated,drone,nsubj
penetrated,defences,dobj
penetrated,Marawi,dobj
penalise,those,dobj
pelted,area,dobj
peered,I,nsubj
pay,taxes,dobj
pay,rates,dobj
paused,dispute,dobj
paved,way,dobj
pay,Seoul,nsubj
pay,Iosif,dobj
pay,Australia,nsubj
pay,"1.000,00",dobj
paving,way,dobj
paves,way,dobj
paves,announcement,nsubj
paved,that,nsubj
pay,price,dobj
pave,which,nsubj
pave,way,dobj
pave,grail,dobj
pave,It,nsubj
paused,order,nsubj
paused,it,nsubj
paused,exports,dobj
pay,TransUnion,nsubj
pay,airlines,nsubj
pay,amounts,dobj
pay,attention,dobj
pay,penalty,dobj
pay,million,dobj
pay,levies,dobj
pay,homage,dobj
pay,her,dobj
pay,he,nsubj
pay,fines,dobj
pay,fine,dobj
pay,expenses,dobj
pay,everything,dobj
pay,euros,dobj
pay,debts,dobj
pay,day,dobj
pay,crowns,dobj
pay,billion,dobj
played,war,nsubj
played,who,nsubj
playing,Boulter,nsubj
present,list,dobj
presented,herself,dobj
presented,family,nsubj
presented,comedian,nsubj
presented,award,dobj
presented,Count,nsubj
presented,Center,dobj
present,which,nsubj
present,force,nsubj
presented,nature,nsubj
present,findings,dobj
present,companies,nsubj
present,arguments,dobj
present,West,dobj
prepping,components,dobj
preparing,structure,dobj
preparing,reserves,dobj
presented,levels,dobj
presented,representative,dobj
playing,Dimitrov,nsubj
preserving,roots,dobj
pressing,buttons,dobj
pressed,button,dobj
pressed,Uttom,nsubj
pressed,Farrell,nsubj
press,people,nsubj
press,noses,dobj
press,Russia,nsubj
preserves,which,nsubj
presented,that,dobj
preserves,site,dobj
preserved,it,dobj
preserve,lifestyle,dobj
presenting,them,dobj
presenting,conflict,dobj
presented,who,nsubj
presented,we,nsubj
preparing,documents,dobj
preparing,authorities,nsubj
preparing,UK,nsubj
prefer,cent,nsubj
preferred,he,nsubj
preferred,apple,dobj
prefer,you,nsubj
prefer,who,nsubj
prefer,water,dobj
prefer,they,nsubj
prefer,resistance,dobj
prefer,americano,dobj
preparing,Biden,nsubj
prefer,We,nsubj
prefer,I,nsubj
predicts,Chen,nsubj
predicting,some,nsubj
predicting,bloodshed,dobj
predict,figures,dobj
precludes,officer,dobj
preferred,people,nsubj
preferred,she,nsubj
preferred,taste,dobj
prefers,Chantalle,nsubj
prepared,specifications,dobj
prepared,she,nsubj
prepared,documents,dobj
prepared,consultant,nsubj
prepared,I,nsubj
prepared,He,nsubj
prepare,them,dobj
prepare,tender,dobj
prepare,request,dobj
prepare,documents,dobj
prepare,banks,dobj
prepare,Officer,nsubj
prepare,Manager,nsubj
premieres,which,nsubj
prejudiced,companies,dobj
pressured,Merkel,nsubj
pressured,PM,dobj
prevent,anyone,dobj
produce,Dragon,nsubj
produce,design,dobj
produce,cent,dobj
produce,cells,nsubj
produce,batteries,dobj
produce,barrels,dobj
produce,It,nsubj
produce,Huawei,nsubj
procure,tonnes,dobj
processes,metal,dobj
procure,fuel,dobj
proclaimed,Agus,nsubj
processing,they,nsubj
processing,fuel,dobj
processing,e,dobj
processing,Eneos,nsubj
processing,-,dobj
produce,dramas,dobj
produce,energy,dobj
produce,engines,dobj
produce,information,dobj
produce,tonnes,dobj
produce,that,nsubj
produce,technologies,nsubj
produce,specimen,dobj
produce,software,dobj
produce,semiconductors,dobj
produce,results,dobj
produce,priority,dobj
produce,polymers,dobj
produce,pipeline,dobj
produce,picture,dobj
produce,metal,dobj
produce,light,dobj
produce,item,dobj
produce,interviews,nsubj
processes,that,nsubj
processes,billion,dobj
prevent,ban,nsubj
prevent,ones,dobj
prevent,them,dobj
prevent,structures,dobj
prevent,regime,dobj
prevent,photographs,dobj
prevent,people,dobj
prevent,pain,dobj
prevent,operators,nsubj
prevent,kind,dobj
processes,bacteria,dobj
prevent,incident,dobj
prevent,harm,dobj
prevent,harassment,dobj
prevent,drivers,dobj
prevent,diseases,dobj
prevent,damage,dobj
prevent,claims,dobj
prevent,we,nsubj
prevented,company,dobj
prevented,that,nsubj
preventing,apps,dobj
processes,YouTrip,nsubj
proceeds,trial,nsubj
proceeds,ransomware,nsubj
proceeded,militias,nsubj
proceeded,engagements,nsubj
proceeded,apace,dobj
proceeded,States,nsubj
probed,authorities,nsubj
probed,Zhao,dobj
prioritizing,aid,dobj
prioritise,workload,dobj
prioritise,skimpiness,dobj
preventing,hospital,dobj
preventing,him,dobj
preventing,atrocity,dobj
precludes,Section,nsubj
praying,eyewitness,nsubj
praising,it,dobj
plucks,she,nsubj
pocketed,DSA,dobj
plying,streets,dobj
plunging,racing,nsubj
plunged,valuations,nsubj
plunged,themselves,nsubj
plug,hybrid,dobj
plug,gap,dobj
plucks,it,dobj
pledged,Golf,nsubj
pledged,policies,dobj
pledged,nations,nsubj
pledged,million,dobj
pledged,billion,dobj
pledged,Ukraine,nsubj
pledged,UAE,nsubj
pledged,Keppel,nsubj
point,Cross,dobj
point,He,nsubj
pointed,Mzumara,nsubj
pointed,moon,nsubj
portray,Bernstein,dobj
port,Singapore,nsubj
popped,videos,nsubj
pop,institutions,nsubj
pooling,how,dobj
pooling,countries,nsubj
pondered,Minister,nsubj
polluting,atmosphere,dobj
police,content,dobj
poisoned,which,nsubj
poisoned,land,dobj
points,Zou,nsubj
pointed,sanctions,nsubj
pointed,president,nsubj
pointed,officer,nsubj
pledged,He,nsubj
pledged,Eni,nsubj
portraying,cartoonists,nsubj
playing,piano,dobj
plays,youngster,nsubj
plays,who,nsubj
plays,father,dobj
plays,Zhang,nsubj
playing,violin,dobj
playing,two,dobj
playing,rugby,dobj
playing,guitar,dobj
pledged,"250,000",dobj
playing,game,dobj
playing,cards,dobj
playing,card,dobj
playing,We,nsubj
playing,Shimabukuro,dobj
playing,Rummikub,dobj
playing,I,nsubj
plead,others,nsubj
pleaded,Chung,nsubj
pleaded,He,nsubj
pleaded,Kandil,nsubj
pleaded,woman,nsubj
pleaded,who,nsubj
pleaded,he,nsubj
pleaded,brothers,nsubj
pleaded,Zhang,nsubj
pleaded,Thirumal,nsubj
pleaded,Sulaiman,nsubj
pleaded,Singh,nsubj
pleaded,She,nsubj
pleaded,Robinson,nsubj
pleaded,Predrag,nsubj
pleaded,Plympton,nsubj
pleaded,Osman,nsubj
pleaded,Nassar,nsubj
pleaded,Liang,nsubj
portraying,Netanyahu,dobj
pose,Intrusions,nsubj
praising,content,nsubj
poured,investors,nsubj
power,smartphone,dobj
power,flats,dobj
power,devices,dobj
power,UAVs,dobj
pouring,children,nsubj
pouring,China,nsubj
poured,million,dobj
pour,thousands,nsubj
posted,rebound,dobj
pour,rum,dobj
posting,no,dobj
posting,fun,dobj
posting,Soul,dobj
posted,who,nsubj
posted,trade,nsubj
posted,that,dobj
power,that,nsubj
power,workload,dobj
powering,AI,dobj
powers,sun,dobj
praised,work,dobj
praised,warmth,dobj
praised,star,nsubj
praised,choice,dobj
praised,Trump,nsubj
praised,Tharman,nsubj
praised,President,nsubj
praised,Merkel,dobj
praised,Jinping,dobj
praised,Ban,nsubj
practising,religion,dobj
practising,Drachom,nsubj
practice,kyudo,dobj
practice,Jeremy,nsubj
powers,that,nsubj
posted,revenue,dobj
posted,profit,dobj
pose,difficulties,dobj
poses,that,dobj
possessing,films,dobj
possessed,they,nsubj
possessed,money,dobj
possess,product,nsubj
possess,features,dobj
posing,concerns,dobj
posing,challenge,dobj
posed,surgery,nsubj
posted,photos,dobj
posed,set,dobj
posed,problem,dobj
posed,it,nsubj
pose,that,nsubj
pose,risk,dobj
pose,problems,dobj
pose,failure,nsubj
possessing,million,dobj
possessing,pistol,dobj
possessing,proceeds,dobj
post,date,dobj
posted,photo,dobj
posted,more,dobj
posted,message,dobj
posted,members,nsubj
posted,lender,nsubj
posted,jump,dobj
posted,doctor,nsubj
posted,company,nsubj
posted,Uber,nsubj
posted,TikTok,nsubj
posted,Shen,nsubj
posted,She,nsubj
posted,Ko,nsubj
posted,Co,nsubj
post,which,nsubj
paint,himself,dobj
paid,tribute,dobj
named,outlets,dobj
offend,customers,dobj
offer,alternative,dobj
offer,advice,dobj
offer,Vendor,nsubj
offer,Support,nsubj
offer,East,nsubj
offer,Baskets,nsubj
offender,it,nsubj
occurs,reaction,nsubj
offer,companies,nsubj
occurs,attack,nsubj
occurred,which,nsubj
occurred,violations,nsubj
occurred,rounds,nsubj
occurred,proliferation,nsubj
occurred,process,nsubj
occurred,incident,nsubj
offer,assistance,dobj
offer,company,nsubj
obtain,details,dobj
offer,savings,dobj
offer,up,nsubj
offer,translation,dobj
offer,they,nsubj
offer,support,dobj
offer,solutions,dobj
offer,shot,dobj
offer,services,dobj
offer,readings,dobj
offer,consumers,dobj
offer,quality,dobj
offer,products,dobj
offer,loans,dobj
offer,help,dobj
offer,he,nsubj
offer,fleet,nsubj
offer,education,dobj
occurred,drivers,nsubj
occurred,circa,dobj
occurred,airdrop,nsubj
obtain,staff,nsubj
obtained,information,nsubj
obtained,citizenship,dobj
obtained,Kaier,nsubj
obtained,Kai'er,nsubj
obtained,Investigators,nsubj
obtained,Documentation,nsubj
obtained,Anderson,nsubj
obtain,she,nsubj
occurred,access,nsubj
obtain,resources,dobj
obtain,payouts,dobj
obtain,loans,dobj
obtain,loan,dobj
obtain,job,dobj
obtain,he,nsubj
obtain,firms,nsubj
obtained,it,nsubj
obtained,loans,dobj
obtained,members,nsubj
obtained,nationality,dobj
occurred,255,nsubj
occupying,that,nsubj
occupying,me,dobj
occupy,House,dobj
occupies,space,dobj
occupies,Club,nsubj
occupies,Air,nsubj
occupied,the,nsubj
occupied,part,dobj
occupied,Poland,dobj
obtaining,nationality,dobj
obtaining,documents,dobj
obtaining,certificate,dobj
obtaining,PhD,dobj
obtained,number,dobj
offer,vaccinations,dobj
offer,vision,dobj
offer,which,nsubj
offers,beverages,dobj
offers,range,dobj
offers,mian,dobj
offers,menu,nsubj
offers,languages,dobj
offers,hotel,nsubj
offers,fee,dobj
offers,company,nsubj
offers,apps,dobj
offering,option,dobj
offers,Rabbit,nsubj
offers,MENU,nsubj
offers,It,nsubj
offers,Gojek,nsubj
offers,G,nsubj
offers,Babbel,nsubj
offering,suites,dobj
offers,rewards,dobj
offers,seats,dobj
offers,slew,dobj
offers,solutions,dobj
one,it,nsubj
onboarding,drivers,dobj
omit,it,dobj
older,species,nsubj
offset,footprint,dobj
offset,companies,nsubj
offload,unit,dobj
officiated,ceremony,dobj
officiated,Hean,nsubj
official,it,nsubj
offers,which,nsubj
offers,views,dobj
offers,that,dobj
offers,stall,nsubj
offers,speeds,dobj
offering,prize,dobj
offering,legibility,dobj
offered,Celsius,nsubj
offered,complainant,nsubj
offered,information,dobj
offered,help,dobj
offered,governments,nsubj
offered,girl,nsubj
offered,giant,nsubj
offered,device,dobj
offered,customers,dobj
offered,competitors,nsubj
offering,it,nsubj
offered,city,nsubj
offered,billion,dobj
offered,bidders,nsubj
offered,Vendor,nsubj
offered,Leaders,nsubj
offered,Froome,nsubj
offered,China,nsubj
offered,it,nsubj
offered,number,dobj
offered,perks,dobj
offered,prices,dobj
offering,help,dobj
offering,design,dobj
offering,clues,dobj
offering,approach,dobj
offering,Rolls,nsubj
offering,Crookie,dobj
offering,"500,000",dobj
offered,window,dobj
offered,uncle,nsubj
offered,they,nsubj
offered,thanks,dobj
offered,support,dobj
offered,sum,dobj
offered,scholarships,dobj
offered,product,dobj
obtain,employment,dobj
obtain,contract,dobj
paid,they,nsubj
need,which,nsubj
needed,he,nsubj
needed,craniotomy,dobj
needed,I,nsubj
need,you,nsubj
need,words,dobj
need,women,nsubj
need,who,nsubj
need,we,nsubj
needed,mask,dobj
need,they,nsubj
need,that,nsubj
need,teeth,dobj
need,spokespersons,nsubj
need,she,nsubj
need,scrutiny,dobj
need,result,dobj
needed,help,dobj
needed,she,nsubj
obtain,consent,dobj
needs,it,nsubj
neglecting,They,nsubj
needs,teacher,nsubj
needs,surgery,dobj
needs,support,dobj
needs,sedation,dobj
needs,public,nsubj
needs,millions,dobj
needs,help,dobj
needed,surgery,dobj
needs,he,nsubj
needs,branding,dobj
needs,attention,dobj
needs,Ford,nsubj
needed,we,nsubj
needed,treatment,dobj
needed,them,dobj
need,people,nsubj
need,operations,dobj
need,mattress,dobj
navigates,he,nsubj
nearing,obsolescence,dobj
navigating,world,dobj
navigating,life,dobj
navigating,he,nsubj
navigating,crisis,dobj
navigates,progress,dobj
navigates,it,nsubj
navigates,disputes,dobj
need,jobs,nsubj
navigated,they,nsubj
navigated,changes,dobj
navigate,city,dobj
narrow,gap,nsubj
naming,O’Keeffe,dobj
named,these,nsubj
named,them,dobj
nearing,wave,nsubj
necessitate,SAF,dobj
necessitate,right,nsubj
necessitated,urgency,nsubj
need,it,dobj
need,investigations,nsubj
need,graduates,dobj
need,exercise,dobj
need,employers,nsubj
need,democracy,nsubj
need,creativity,dobj
need,cooperation,dobj
need,We,nsubj
need,Singapore,nsubj
need,Schuyler,nsubj
need,Regulations,nsubj
need,Patrons,nsubj
need,I,nsubj
need,Bajandar,nsubj
neglecting,us,dobj
negotiate,conditions,dobj
negotiated,Malaysia,nsubj
notices,one,nsubj
notify,Kohli,dobj
notify,Congress,dobj
notify,Cabrera,nsubj
notified,he,nsubj
notified,drivers,dobj
notified,Kohli,dobj
notified,Grab,nsubj
notices,it,dobj
notice,socials,dobj
noticed,victim,dobj
noticed,this,dobj
noticed,mother,nsubj
noticed,legislators,nsubj
noticed,he,nsubj
noticed,footer,dobj
noticed,Momen,nsubj
notify,Thunderbird,dobj
notify,agencies,nsubj
notifying,them,dobj
nursing,fever,dobj
obtain,benefit,dobj
obtain,BMI,dobj
obstructing,installation,dobj
obstructing,inspector,dobj
obstructing,ceiling,nsubj
observing,machine,dobj
observes,report,nsubj
observes,impetus,dobj
observed,who,nsubj
observed,meeting,dobj
obligated,which,nsubj
objected,prosecutor,nsubj
objected,official,nsubj
obey,command,dobj
nursing,infant,nsubj
notice,you,nsubj
notes,committee,nsubj
negotiated,use,dobj
note,Experts,nsubj
noted,Levitte,nsubj
noted,Lee,nsubj
noted,Investigators,nsubj
noted,He,nsubj
noted,German,nsubj
noted,Biography,nsubj
noted,ABS,nsubj
normalize,operations,dobj
notes,ITF,nsubj
normalise,relations,dobj
noodles,life,dobj
nominated,other,nsubj
nominated,Officer,dobj
neighbouring,Morocco,dobj
neighbouring,Canada,dobj
neighbouring,Afghanistan,dobj
noted,Ministry,nsubj
noted,Ng,nsubj
noted,Nolan,nsubj
noted,Sein,nsubj
noted,statement,nsubj
noted,she,nsubj
noted,secretary,nsubj
noted,rise,dobj
noted,officer,nsubj
noted,nature,dobj
noted,nationality,dobj
noted,irregularities,dobj
noted,he,nsubj
noted,exchange,nsubj
noted,commentators,nsubj
noted,change,dobj
noted,Wong,nsubj
noted,Tan,nsubj
noted,Soh,nsubj
oozing,metal,dobj
open,Gallery,nsubj
open,account,dobj
overseeing,region,dobj
oversees,who,nsubj
oversees,which,nsubj
oversees,procedure,dobj
oversees,industry,dobj
oversees,department,nsubj
oversees,NPPA,dobj
overseeing,who,nsubj
overseeing,operations,dobj
overstayed,women,nsubj
overseeing,case,dobj
oversee,who,nsubj
oversee,schools,dobj
oversee,decisions,dobj
oversaw,he,nsubj
oversaw,exercises,dobj
overlooking,Atlanta,dobj
overshooting,forecasts,dobj
overtake,Apple,dobj
open,accounts,dobj
owed,billions,dobj
own,49,dobj
owes,scraps,dobj
owes,maker,nsubj
owes,lack,nsubj
owes,Activision,dobj
owed,wages,dobj
owed,he,nsubj
owed,award,dobj
overtake,Microsoft,nsubj
owe,me,dobj
owe,fans,dobj
owe,You,nsubj
overwhelmed,herself,nsubj
overtook,it,dobj
overtook,Yeung,nsubj
overthrow,government,dobj
overlapped,composition,nsubj
overheard,gentleman,dobj
overheard,I,nsubj
originated,technique,nsubj
originates,which,nsubj
originates,that,nsubj
originates,address,nsubj
originates,Qakbot,nsubj
originates,Goya,nsubj
originated,which,nsubj
originated,that,nsubj
originated,species,nsubj
overhauled,life,dobj
originated,recipe,nsubj
originated,plant,nsubj
originated,heroes,nsubj
originated,fish,nsubj
originated,apples,nsubj
originate,that,nsubj
organizes,who,nsubj
oust,Deby,dobj
oust,colonel,dobj
ousting,PM,dobj
ousting,Qarase,dobj
overhauled,coach,nsubj
overhauled,Sindhu,nsubj
overdosed,She,nsubj
overcome,one,dobj
overcome,disputes,dobj
overcome,challenges,dobj
outstrips,trade,nsubj
outstrips,exports,dobj
outraging,modesty,dobj
outlaws,systems,dobj
outlaws,Act,nsubj
outlawed,they,nsubj
outlawed,it,dobj
outed,him,dobj
outcompeting,China,dobj
own,Commerzbank,nsubj
own,Payments,nsubj
own,cent,dobj
paid,"S$2,700",dobj
paid,bribes,dobj
paid,bribe,dobj
paid,billion,dobj
paid,amount,dobj
paid,agreed,dobj
paid,Tay,nsubj
paid,Shanmugaratnam,nsubj
paid,Partner,nsubj
paid,Airline,nsubj
paid,Pakistan,nsubj
paid,MediaTek,nsubj
paid,Loong,nsubj
paid,DSA,dobj
paid,DETAILS,nsubj
paid,Company,nsubj
paid,CNOOC,nsubj
paid,cash,dobj
paid,cent,nsubj
paid,company,dobj
paid,fine,dobj
paid,tellers,nsubj
paid,tax,dobj
paid,she,nsubj
paid,respects,dobj
paid,representative,nsubj
paid,rate,dobj
paid,persons,nsubj
paid,person,nsubj
paid,participants,dobj
paid,him,dobj
paid,her,dobj
paid,he,nsubj
paid,group,dobj
paid,firm,nsubj
paid,fines,dobj
paid,Barclays,nsubj
paid,"8,000.00",dobj
own,locations,dobj
owns,General,nsubj
owns,companies,dobj
owns,co,nsubj
owns,cent,dobj
owns,News,dobj
owns,Motorola,dobj
owns,MediaTek,nsubj
owns,Google,dobj
owns,Facebook,dobj
paid,"7,000.00",dobj
owns,Berkshire,nsubj
owning,home,dobj
owned,that,nsubj
owned,helicopter,dobj
owned,Music,dobj
own,that,nsubj
own,rights,dobj
owns,firm,dobj
owns,founder,nsubj
owns,newspapers,dobj
owns,shares,dobj
paid,180,dobj
paged,me,dobj
paged,manager,nsubj
paella,that,nsubj
packs,leftovers,dobj
packs,Selamat,nsubj
packed,who,nsubj
packed,room,dobj
packed,bags,dobj
packed,She,nsubj
pack,orders,dobj
owns,who,nsubj
owns,which,nsubj
owns,subsidiary,nsubj
owns,store,dobj
organizes,trips,dobj
organising,protests,dobj
organised,meetups,dobj
opening,chapter,dobj
opening,remaining,dobj
opening,outlet,dobj
opening,market,dobj
opening,gates,dobj
opening,eatery,dobj
opening,doors,dobj
opening,corridor,dobj
opening,branches,dobj
opened,several,nsubj
opening,Quek,nsubj
opened,window,dobj
opened,which,nsubj
opened,we,nsubj
opened,vostro,dobj
opened,star,nsubj
opened,space,nsubj
opening,restaurant,dobj
opening,results,dobj
opening,routes,dobj
opening,that,nsubj
operate,channel,nsubj
operate,They,nsubj
operate,Green,nsubj
opens,way,dobj
opens,tab,dobj
opens,partnership,nsubj
opens,deal,nsubj
opens,co,dobj
opens,avenues,dobj
opens,arm,dobj
opens,Pharmaceuticals,nsubj
opens,Charpentier,dobj
opens,CRISPR,nsubj
opens,-,dobj
opening,trade,dobj
opened,shop,nsubj
opened,scene,dobj
operate,insurgents,nsubj
open,home,dobj
open,point,dobj
open,pogonas,nsubj
open,parachute,nsubj
open,outlet,dobj
open,mouths,dobj
open,it,dobj
open,husband,nsubj
open,gallery,dobj
opened,retailer,dobj
open,embassies,dobj
open,doors,nsubj
open,door,dobj
open,cafe,dobj
open,brand,nsubj
open,banks,nsubj
open,stores,dobj
opened,Backerei,dobj
opened,Bank,nsubj
opened,Berlepsch,nsubj
opened,restaurant,nsubj
opened,park,nsubj
opened,outpost,dobj
opened,outlet,dobj
opened,it,nsubj
opened,investigation,dobj
opened,inquiry,nsubj
opened,government,nsubj
opened,doors,dobj
opened,characters,nsubj
opened,account,dobj
opened,Yano,nsubj
opened,IIBM,nsubj
opened,Coco,nsubj
operate,hotel,dobj
operate,services,dobj
organised,it,nsubj
ordered,Khoury,nsubj
ordered,firm,dobj
ordered,companies,dobj
ordered,authorities,nsubj
ordered,amount,dobj
ordered,agency,nsubj
ordered,Trump,nsubj
ordered,She,nsubj
ordered,Fargo,dobj
orchids,I,nsubj
ordered,Commission,nsubj
ordered,CFPB,nsubj
order,you,nsubj
order,they,nsubj
order,them,dobj
order,rolls,dobj
order,plain,dobj
ordered,government,nsubj
ordered,it,dobj
ordered,release,dobj
ordered,rethink,dobj
organised,discussion,dobj
organised,Smthgood,nsubj
organise,themselves,dobj
organise,survey,dobj
organise,procedure,dobj
organise,Games,dobj
ordinated,bid,dobj
ordinated,Henig,nsubj
orders,audits,dobj
orders,Indonesia,nsubj
ordering,roti,dobj
ordering,audits,dobj
ordering,TransUnion,dobj
ordering,CFPB,nsubj
ordered,review,dobj
order,I,nsubj
optimizing,models,dobj
operated,Chin,nsubj
operates,assets,dobj
operating,One,nsubj
operating,-,dobj
operates,which,nsubj
operates,stall,dobj
operates,platform,dobj
operates,cards,dobj
operates,broker,dobj
operates,Force,nsubj
opted,giant,nsubj
operates,Cleareye.ai,nsubj
operated,who,nsubj
operated,helicopter,dobj
operated,We,nsubj
operated,Surgeons,nsubj
operated,Mir,nsubj
operated,Doctors,nsubj
operating,Rosli,nsubj
operating,business,dobj
operating,companies,nsubj
operating,crane,dobj
opposing,war,dobj
opposing,dam,dobj
opposing,We,nsubj
opposes,measures,dobj
opposes,controls,dobj
opposes,US,nsubj
opposes,China,nsubj
opposed,that,nsubj
opposed,sale,dobj
oppose,they,nsubj
oppose,governments,nsubj
operating,worker,dobj
operating,which,nsubj
operating,stores,dobj
operating,machine,dobj
said,SenseTime,nsubj
said,Serebriakov,nsubj
launched,that,dobj
travelled,personnel,nsubj
travelling,she,nsubj
travelling,loggers,nsubj
travelling,Yeung,nsubj
travelled,who,nsubj
travelled,that,nsubj
travelled,story,nsubj
travelled,she,nsubj
travelled,officials,nsubj
traverse,walkway,dobj
travelled,marijuana,nsubj
travelled,he,nsubj
travelled,director,nsubj
travelled,She,nsubj
travelled,Official,nsubj
travelled,Hollande,nsubj
travelled,Fang,nsubj
traverse,one,nsubj
treat,COVID-19,dobj
transfer,cryptocurrency,dobj
treated,facility,nsubj
treated,who,nsubj
treated,stars,dobj
treated,patients,dobj
treated,most,dobj
treated,me,dobj
treated,hospital,nsubj
treated,him,dobj
treated,doctors,nsubj
treat,Dixmude,dobj
treated,Kristoffer,dobj
treat,team,nsubj
treat,patients,dobj
treat,insomnia,dobj
treat,hernia,dobj
treat,failure,dobj
treat,conditions,dobj
travelled,Chogue,nsubj
traveled,Gee,nsubj
travel,we,nsubj
transferring,martyrs,dobj
transform,that,nsubj
transform,pistol,dobj
transform,operator,dobj
transform,island,dobj
transform,facilities,dobj
transform,braces,nsubj
transferring,people,nsubj
transferring,data,dobj
travel,officers,nsubj
transferred,them,dobj
transferred,she,nsubj
transferred,it,nsubj
transferred,bag,dobj
transfer,millions,dobj
transfer,him,dobj
transfer,funds,dobj
transforming,cooperation,dobj
transforming,industry,dobj
transit,it,nsubj
transitioning,system,dobj
travel,her,nsubj
travel,I,nsubj
trapped,news,nsubj
trapped,freshmen,dobj
transported,that,nsubj
transport,you,dobj
transport,that,nsubj
transport,furniture,dobj
transmitting,commands,dobj
transmitted,funds,dobj
translates,which,nsubj
translates,precision,nsubj
translates,kyudo,nsubj
translate,that,nsubj
translate,kind,nsubj
